"trans_id";"account_id";"date";"type";"operation";"amount";"balance";"k_symbol";"bank";"account"
3542486;361;930331;"PRIJEM";"";10.40;25848.40;"UROK";;
3541136;322;930331;"PRIJEM";"";28.60;21274.50;"UROK";;
3540919;317;930331;"PRIJEM";"";2.40;6724.40;"UROK";;
3539844;280;930331;"PRIJEM";"";84.70;25590.10;"UROK";;
3542019;346;930331;"PRIJEM";"";123.90;34155.90;"UROK";;
615714;2099;930331;"VYDAJ";"VYBER";30.00;74992.50;"SLUZBY";;
3567645;1127;930331;"PRIJEM";"";111.80;34383.30;"UROK";;
3567898;1132;930331;"PRIJEM";"";317.20;85859.30;"UROK";;
3568030;1134;930331;"PRIJEM";"";58.10;20628.10;"UROK";;
3594126;1926;930331;"PRIJEM";"";98.70;26788.30;"UROK";;
3595508;1966;930331;"PRIJEM";"";121.20;34703.10;"UROK";;
3594799;1944;930331;"PRIJEM";"";52.50;21732.50;"UROK";;
3595785;1972;930331;"PRIJEM";"";23.70;16360.60;"UROK";;
3597519;2023;930331;"PRIJEM";"";117.70;37881.40;"UROK";;
3647081;3545;930331;"PRIJEM";"";39.30;22542.30;"UROK";;
3648653;3592;930331;"PRIJEM";"";27.50;18695.60;"UROK";;
3645343;3487;930331;"PRIJEM";"";174.80;46871.40;"UROK";;
3646119;3513;930331;"PRIJEM";"";47.40;19625.40;"UROK";;
3646190;3514;930331;"PRIJEM";"";16.70;7427.80;"UROK";;
3554905;744;930331;"PRIJEM";"";15.70;6155.70;"UROK";;
3556399;793;930331;"PRIJEM";"";17.50;11053.20;"UROK";;
3555840;772;930331;"PRIJEM";"";115.00;35465.00;"UROK";;
3557499;830;930331;"PRIJEM";"";56.00;18979.00;"UROK";;
3556863;813;930331;"PRIJEM";"";89.90;26233.40;"UROK";;
3537489;212;930331;"PRIJEM";"";175.30;55107.30;"UROK";;
3538537;239;930331;"PRIJEM";"";2.00;302.00;"UROK";;
3538741;244;930331;"PRIJEM";"";44.00;14916.00;"UROK";;
3536970;197;930331;"PRIJEM";"";15.60;23233.60;"UROK";;
1450033;4937;930331;"PRIJEM";"VKLAD";39348.00;95916.20;"";;
3607857;2357;930331;"PRIJEM";"";30.10;20181.70;"UROK";;
3608665;2379;930331;"PRIJEM";"";89.50;22389.40;"UROK";;
3608594;2378;930331;"PRIJEM";"";209.40;47712.20;"UROK";;
3609129;2393;930331;"PRIJEM";"";136.40;36360.30;"UROK";;
797026;2714;930331;"PRIJEM";"VKLAD";7700.00;21937.30;"";;
3610582;2434;930331;"PRIJEM";"";61.10;20055.70;"UROK";;
3612223;2486;930331;"PRIJEM";"";12.50;31132.50;"UROK";;
3612400;2489;930331;"PRIJEM";"";16.20;6697.20;"UROK";;
3611045;2453;930331;"PRIJEM";"";9.40;3694.40;"UROK";;
3610111;2425;930331;"PRIJEM";"";82.90;26011.50;"UROK";;
3610369;2429;930331;"PRIJEM";"";65.50;20374.50;"UROK";;
3612141;2484;930331;"PRIJEM";"";169.10;43166.30;"UROK";;
3639846;3302;930331;"PRIJEM";"";11.00;3719.00;"UROK";;
3671895;5622;930331;"PRIJEM";"";272.60;86645.80;"UROK";;
3670835;5442;930331;"PRIJEM";"";35.40;42667.40;"UROK";;
3669816;5270;930331;"PRIJEM";"";259.30;49085.00;"UROK";;
3667904;4937;930331;"PRIJEM";"";203.50;56568.20;"UROK";;
3492041;7753;930331;"PRIJEM";"";263.80;79603.40;"UROK";;
3479190;9188;930331;"PRIJEM";"";50.90;17309.50;"UROK";;
3487888;7401;930331;"PRIJEM";"";13.50;25049.50;"UROK";;
3479718;9265;930331;"PRIJEM";"";183.50;47196.40;"UROK";;
3479818;9307;930331;"PRIJEM";"";46.80;28604.40;"UROK";;
3546415;477;930331;"PRIJEM";"";85.90;30383.50;"UROK";;
3543740;401;930331;"PRIJEM";"";92.00;26260.10;"UROK";;
3545700;456;930331;"PRIJEM";"";183.30;56696.20;"UROK";;
3544122;411;930331;"PRIJEM";"";130.60;40466.80;"UROK";;
3546053;465;930331;"PRIJEM";"";122.10;33236.30;"UROK";;
3544290;415;930331;"PRIJEM";"";43.60;13553.60;"UROK";;
3572390;1276;930331;"PRIJEM";"";117.40;29346.80;"UROK";;
3621883;2762;930331;"PRIJEM";"";29.00;30889.00;"UROK";;
3621953;2763;930331;"PRIJEM";"";154.90;47075.90;"UROK";;
3534202;112;930331;"PRIJEM";"";17.30;6799.30;"UROK";;
3533395;86;930331;"PRIJEM";"";11.40;4054.40;"UROK";;
3533622;96;930331;"PRIJEM";"";54.60;33875.60;"UROK";;
3470806;4484;930331;"PRIJEM";"";199.10;64970.00;"UROK";;
3469152;4240;930331;"PRIJEM";"";157.10;41777.10;"UROK";;
3469666;4296;930331;"PRIJEM";"";105.00;35270.20;"UROK";;
3470161;4355;930331;"PRIJEM";"";22.80;19015.80;"UROK";;
3528744;11265;930331;"PRIJEM";"";92.40;25372.30;"UROK";;
3526804;11013;930331;"PRIJEM";"";77.10;35921.10;"UROK";;
3529065;11295;930331;"PRIJEM";"";37.30;30889.80;"UROK";;
3530483;2;930331;"PRIJEM";"";13.50;25049.50;"UROK";;
3627198;2926;930331;"PRIJEM";"";97.20;26013.20;"UROK";;
3626255;2895;930331;"PRIJEM";"";44.60;18490.60;"UROK";;
3625864;2884;930331;"PRIJEM";"";68.70;21107.20;"UROK";;
3628745;2970;930331;"PRIJEM";"";87.60;24926.70;"UROK";;
3627127;2925;930331;"PRIJEM";"";108.30;27736.70;"UROK";;
3626471;2902;930331;"PRIJEM";"";105.90;35939.20;"UROK";;
3625749;2881;930331;"PRIJEM";"";115.00;31476.70;"UROK";;
695564;2378;930401;"VYDAJ";"VYBER";13500.00;34197.60;"";;
969060;3302;930401;"PRIJEM";"VKLAD";10600.00;14319.00;"";;
993936;3391;930401;"PRIJEM";"VKLAD";300.00;300.00;"";;
557855;1898;930401;"PRIJEM";"VKLAD";1000.00;1000.00;"";;
207644;704;930401;"VYDAJ";"VYBER";12900.00;34829.90;"";;
987038;3367;930401;"PRIJEM";"VKLAD";800.00;800.00;"";;
1117693;3818;930401;"VYDAJ";"VYBER";14700.00;36115.30;"";;
502620;1713;930402;"PRIJEM";"VKLAD";11000.00;12403.00;"";;
1144438;3915;930402;"PRIJEM";"VKLAD";300.00;300.00;"";;
123626;415;930402;"PRIJEM";"VKLAD";4800.00;18353.60;"";;
315803;1077;930402;"PRIJEM";"VKLAD";12900.00;15405.00;"";;
1208830;4134;930402;"VYDAJ";"VYBER";35400.00;62912.90;"";;
1208394;4134;930402;"PRIJEM";"VKLAD";40018.00;98312.90;"";;
1028840;3513;930402;"PRIJEM";"VKLAD";1400.00;21025.40;"";;
2135187;7231;930402;"PRIJEM";"VKLAD";26812.00;89160.30;"";;
521470;1780;930402;"PRIJEM";"VKLAD";900.00;900.00;"";;
771486;2632;930402;"VYDAJ";"VYBER";9100.00;33329.30;"";;
2579150;8519;930402;"PRIJEM";"VKLAD";1100.00;1100.00;"";;
1730742;5868;930403;"VYDAJ";"VYBER";7600.00;32659.80;"";;
453140;1539;930403;"VYDAJ";"VYBER";10200.00;33021.90;"";;
393510;1338;930403;"PRIJEM";"VKLAD";26968.00;58103.50;"";;
576768;1965;930403;"PRIJEM";"VKLAD";8263.00;21063.00;"";;
754531;2574;930403;"VYDAJ";"VYBER";6300.00;26487.60;"";;
726268;2484;930403;"VYDAJ";"VYBER";8300.00;34866.30;"";;
497555;1695;930403;"PRIJEM";"VKLAD";500.00;25371.10;"";;
529626;1805;930403;"PRIJEM";"VKLAD";8700.00;19300.00;"";;
882874;3007;930403;"VYDAJ";"VYBER";12300.00;34549.10;"";;
1162312;3980;930403;"PRIJEM";"VKLAD";800.00;800.00;"";;
405096;1378;930403;"PRIJEM";"VKLAD";600.00;26184.20;"";;
505752;1726;930403;"VYDAJ";"VYBER";11600.00;34422.70;"";;
251560;862;930403;"VYDAJ";"VYBER";27900.00;50699.70;"";;
712154;2434;930403;"PRIJEM";"VKLAD";3300.00;23355.70;"";;
732496;2503;930404;"PRIJEM";"VKLAD";12900.00;13500.00;"";;
332728;1132;930404;"VYDAJ";"VYBER";30800.00;55059.30;"";;
145129;485;930404;"VYDAJ";"VYBER";21100.00;48468.00;"";;
1271880;4350;930404;"PRIJEM";"VKLAD";1000.00;1000.00;"";;
810155;2762;930404;"PRIJEM";"VKLAD";23272.00;54161.00;"";;
1313410;4484;930404;"VYDAJ";"VYBER";18600.00;46355.40;"";;
1450019;4937;930404;"PRIJEM";"VKLAD";38655.00;134571.20;"";;
1450519;4937;930404;"VYDAJ";"VYBER";60500.00;74071.20;"";;
1935821;6555;930404;"VYDAJ";"VYBER";15800.00;44782.50;"";;
846311;2881;930404;"VYDAJ";"VYBER";5100.00;26376.70;"";;
201777;686;930404;"PRIJEM";"VKLAD";1100.00;1100.00;"";;
106234;362;930404;"PRIJEM";"VKLAD";900.00;900.00;"";;
732245;2503;930405;"PRIJEM";"VKLAD";9574.00;23074.00;"";;
37887;123;930405;"PRIJEM";"PREVOD Z UCTU";4843.00;5043.00;"DUCHOD";"AB";"58944725"
139102;465;930405;"VYDAJ";"VYBER";6100.00;27136.30;"";;
537879;1830;930405;"PRIJEM";"VKLAD";11538.00;31835.80;"";;
783294;2670;930405;"PRIJEM";"VKLAD";24381.00;62761.70;"";;
1144442;3915;930405;"PRIJEM";"VKLAD";23131.00;23431.00;"";;
147448;494;930405;"PRIJEM";"VKLAD";12880.00;13280.00;"";;
117640;396;930405;"PRIJEM";"VKLAD";23268.00;24268.00;"";;
637745;2177;930405;"PRIJEM";"PREVOD Z UCTU";5123.00;21362.80;"DUCHOD";"YZ";"62457513"
1657157;5622;930405;"PRIJEM";"VKLAD";41016.00;127661.80;"";;
1657646;5622;930405;"VYDAJ";"VYBER";29500.00;98161.80;"";;
400899;1366;930405;"PRIJEM";"VKLAD";7626.00;21363.10;"";;
1157043;3960;930405;"PRIJEM";"PREVOD Z UCTU";4807.00;10114.00;"DUCHOD";"OP";"33740347"
330238;1126;930405;"PRIJEM";"VKLAD";4187.00;5287.00;"";;
330663;1127;930405;"PRIJEM";"VKLAD";23330.00;57713.30;"";;
685667;2342;930405;"PRIJEM";"PREVOD Z UCTU";3247.00;6894.00;"";"EF";"42284852"
257155;882;930405;"PRIJEM";"VKLAD";5600.00;17522.10;"";;
2442347;8051;930405;"PRIJEM";"PREVOD Z UCTU";26040.00;51658.90;"";"KL";"35675579"
560902;1909;930405;"PRIJEM";"PREVOD Z UCTU";3191.00;10373.00;"";"AB";"24230474"
73513;244;930405;"PRIJEM";"PREVOD Z UCTU";3972.00;18888.00;"";"IJ";"12078875"
110538;374;930405;"PRIJEM";"PREVOD Z UCTU";23041.00;56316.10;"";"WX";"4004806"
521474;1780;930405;"PRIJEM";"VKLAD";24999.00;25899.00;"";;
498393;1699;930405;"PRIJEM";"PREVOD Z UCTU";5224.00;16472.00;"DUCHOD";"CD";"94008880"
700137;2396;930405;"PRIJEM";"PREVOD Z UCTU";4203.00;8906.00;"DUCHOD";"OP";"27204734"
18395;62;930405;"PRIJEM";"PREVOD Z UCTU";5079.00;6179.00;"DUCHOD";"UV";"87209295"
529776;1806;930405;"PRIJEM";"PREVOD Z UCTU";5029.00;15487.00;"DUCHOD";"UV";"39912659"
224346;764;930405;"PRIJEM";"PREVOD Z UCTU";6238.00;19814.00;"DUCHOD";"UV";"30560720"
232964;793;930405;"PRIJEM";"PREVOD Z UCTU";3401.00;14454.20;"";"IJ";"6149286"
1163705;3983;930405;"VYDAJ";"VYBER";1000.00;29120.40;"";;
2798253;9265;930405;"VYDAJ";"VYBER";13000.00;34354.30;"";;
590838;2011;930405;"PRIJEM";"PREVOD Z UCTU";3016.00;3916.00;"";"MN";"35820675"
851329;2902;930405;"PRIJEM";"VKLAD";20213.00;56152.20;"";;
192368;652;930405;"VYDAJ";"VYBER";7800.00;32867.50;"";;
3393742;11265;930405;"PRIJEM";"VKLAD";7618.00;32990.30;"";;
101390;346;930405;"PRIJEM";"VKLAD";19935.00;54090.90;"";;
88590;299;930405;"PRIJEM";"VKLAD";600.00;600.00;"";;
710070;2429;930405;"PRIJEM";"VKLAD";14609.00;34983.50;"";;
711474;2433;930405;"PRIJEM";"PREVOD Z UCTU";4718.00;9936.00;"DUCHOD";"OP";"98568486"
733698;2508;930406;"PRIJEM";"PREVOD Z UCTU";4271.00;4971.00;"DUCHOD";"CD";"12963879"
730405;2497;930406;"PRIJEM";"VKLAD";5956.00;6256.00;"";;
655856;2242;930406;"PRIJEM";"PREVOD Z UCTU";43493.00;79710.30;"";"CD";"7862908"
333300;1134;930406;"PRIJEM";"VKLAD";11970.00;32598.10;"";;
336635;1144;930406;"PRIJEM";"PREVOD Z UCTU";3375.00;10325.00;"";"GH";"1589578"
144777;485;930406;"VYDAJ";"PREVOD NA UCET";1591.00;46877.00;" ";"WX";"56978738"
137467;461;930406;"PRIJEM";"PREVOD Z UCTU";6388.00;13376.00;"DUCHOD";"YZ";"91520028"
1149995;3935;930406;"PRIJEM";"PREVOD Z UCTU";21736.00;22736.00;"";"KL";"32445126"
3331514;11065;930406;"PRIJEM";"VKLAD";11855.00;12955.00;"";;
125501;423;930406;"PRIJEM";"PREVOD Z UCTU";2913.00;3413.00;"";"OP";"1514268"
117091;395;930406;"PRIJEM";"VKLAD";22054.00;22454.00;"";;
122541;411;930406;"VYDAJ";"VYBER";6400.00;34066.80;"";;
119439;401;930406;"PRIJEM";"VKLAD";12817.00;39077.10;"";;
260045;890;930406;"PRIJEM";"VKLAD";200.00;25792.20;"";;
727560;2488;930406;"PRIJEM";"VKLAD";400.00;400.00;"";;
566015;1926;930406;"VYDAJ";"VYBER";400.00;26388.30;"";;
58948;197;930406;"PRIJEM";"VKLAD";21718.00;44951.60;"";;
57437;192;930406;"PRIJEM";"PREVOD Z UCTU";5859.00;17877.00;"DUCHOD";"GH";"15384018"
876077;2985;930406;"PRIJEM";"VKLAD";400.00;400.00;"";;
883007;3008;930406;"PRIJEM";"PREVOD Z UCTU";6934.00;14068.00;"DUCHOD";"QR";"33148783"
275310;943;930406;"PRIJEM";"PREVOD Z UCTU";3217.00;10481.50;"";"OP";"70103525"
1163524;3983;930406;"PRIJEM";"VKLAD";14626.00;43746.40;"";;
285076;979;930406;"PRIJEM";"VKLAD";17914.00;38065.80;"";;
286584;982;930406;"PRIJEM";"VKLAD";400.00;23234.30;"";;
286076;982;930406;"PRIJEM";"VKLAD";4550.00;22834.30;"";;
1132666;3871;930406;"PRIJEM";"PREVOD Z UCTU";4356.00;13368.00;"DUCHOD";"GH";"31564527"
840175;2861;930406;"PRIJEM";"PREVOD Z UCTU";5915.00;12130.00;"DUCHOD";"ST";"10531437"
1578992;5369;930406;"PRIJEM";"VKLAD";5643.00;21796.80;"";;
1935495;6555;930406;"PRIJEM";"VKLAD";8763.00;53545.50;"";;
506454;1730;930406;"PRIJEM";"PREVOD Z UCTU";6689.00;20967.00;"DUCHOD";"ST";"43294817"
192922;655;930406;"PRIJEM";"VKLAD";23625.00;24625.00;"";;
2524760;8330;930406;"PRIJEM";"VKLAD";21118.00;21718.00;"";;
105737;361;930406;"PRIJEM";"VKLAD";23638.00;49486.40;"";;
185062;627;930406;"VYDAJ";"VYBER";10800.00;35420.30;"";;
655276;2241;930407;"PRIJEM";"VKLAD";11584.00;32128.60;"";;
695342;2378;930407;"VYDAJ";"PREVOD NA UCET";9612.00;24585.60;"SIPO";"EF";"1222903"
35601;115;930407;"PRIJEM";"VKLAD";7665.00;8465.00;"";;
42524;142;930407;"PRIJEM";"PREVOD Z UCTU";4555.00;10010.00;"DUCHOD";"QR";"39513594"
1108945;3787;930407;"PRIJEM";"VKLAD";20950.00;44534.80;"";;
1176389;4034;930407;"PRIJEM";"VKLAD";5080.00;27034.10;"";;
649669;2220;930407;"PRIJEM";"PREVOD Z UCTU";6153.00;13406.00;"DUCHOD";"MN";"42469984"
144849;485;930407;"VYDAJ";"PREVOD NA UCET";3572.00;43305.00;"POJISTNE";"AB";"20747721"
129506;435;930407;"PRIJEM";"PREVOD Z UCTU";5039.00;15517.00;"DUCHOD";"MN";"22131634"
138716;465;930407;"PRIJEM";"PREVOD Z UCTU";12785.00;39921.30;"";"UV";"71654224"
603924;2056;930407;"PRIJEM";"VKLAD";200.00;200.00;"";;
347547;1179;930407;"PRIJEM";"PREVOD Z UCTU";4212.00;13336.00;"DUCHOD";"WX";"72322171"
1150611;3935;930407;"PRIJEM";"VKLAD";700.00;23436.00;"";;
826816;2817;930407;"PRIJEM";"VKLAD";13672.00;13672.00;"";;
826812;2817;930407;"PRIJEM";"VKLAD";200.00;13872.00;"";;
148421;496;930407;"PRIJEM";"VKLAD";5404.00;20816.30;"";;
118143;396;930407;"PRIJEM";"VKLAD";1100.00;25368.00;"";;
542219;1844;930407;"PRIJEM";"PREVOD Z UCTU";3242.00;13511.80;"";"ST";"42988401"
541685;1843;930407;"PRIJEM";"PREVOD Z UCTU";17632.00;49329.80;"";"QR";"76294219"
790138;2694;930407;"PRIJEM";"VKLAD";5500.00;23839.10;"";;
1271884;4350;930407;"PRIJEM";"VKLAD";17565.00;18565.00;"";;
330522;1126;930407;"PRIJEM";"VKLAD";7500.00;12787.00;"";;
682550;2330;930407;"PRIJEM";"PREVOD Z UCTU";3395.00;10385.00;"";"ST";"18759459"
1068644;3651;930407;"PRIJEM";"PREVOD Z UCTU";5081.00;10962.00;"DUCHOD";"WX";"38447165"
557859;1898;930407;"PRIJEM";"PREVOD Z UCTU";10266.00;11266.00;"";"MN";"49335420"
1028006;3510;930407;"PRIJEM";"VKLAD";3400.00;25569.50;"";;
1028984;3514;930407;"PRIJEM";"PREVOD Z UCTU";3399.00;10826.80;"";"GH";"67514222"
375034;1276;930407;"VYDAJ";"VYBER";3300.00;26046.80;"";;
1092161;3734;930407;"PRIJEM";"VKLAD";8700.00;14657.40;"";;
113876;385;930407;"PRIJEM";"VKLAD";1000.00;1000.00;"";;
579377;1972;930407;"PRIJEM";"PREVOD Z UCTU";5298.00;21658.60;"DUCHOD";"UV";"14132887"
469895;1601;930407;"PRIJEM";"PREVOD Z UCTU";4042.00;8584.00;"DUCHOD";"CD";"45886778"
699590;2393;930407;"VYDAJ";"VYBER";6900.00;29460.30;"";;
1897320;6425;930407;"PRIJEM";"VKLAD";12368.00;13068.00;"";;
3122928;10364;930407;"PRIJEM";"VKLAD";14493.00;44118.10;"";;
527447;1801;930407;"PRIJEM";"VKLAD";20562.00;89045.80;"";;
455167;1545;930407;"PRIJEM";"VKLAD";14000.00;14200.00;"";;
275976;944;930407;"PRIJEM";"VKLAD";3600.00;21083.20;"";;
326330;1115;930407;"PRIJEM";"PREVOD Z UCTU";3440.00;3740.00;"";"CD";"66125869"
292057;1000;930407;"PRIJEM";"PREVOD Z UCTU";31348.00;73901.50;"";"ST";"87163465"
737262;2519;930407;"PRIJEM";"PREVOD Z UCTU";5544.00;17132.00;"DUCHOD";"GH";"5454445"
2775583;9188;930407;"PRIJEM";"PREVOD Z UCTU";12710.00;30019.50;"";"GH";"78292494"
893649;3047;930407;"PRIJEM";"PREVOD Z UCTU";3474.00;7548.00;"";"KL";"47210419"
462815;1575;930407;"PRIJEM";"PREVOD Z UCTU";5448.00;11796.00;"DUCHOD";"IJ";"85748850"
710438;2429;930407;"VYDAJ";"VYBER";3700.00;31283.50;"";;
519755;1775;930407;"PRIJEM";"PREVOD Z UCTU";6932.00;14764.00;"DUCHOD";"WX";"16577571"
242370;830;930408;"PRIJEM";"VKLAD";16623.00;35601.90;"";;
144705;485;930408;"VYDAJ";"PREVOD NA UCET";7421.00;35884.00;"SIPO";"EF";"89687889"
183009;623;930408;"PRIJEM";"PREVOD Z UCTU";3108.00;3308.00;"";"WX";"12306362"
340705;1157;930408;"PRIJEM";"VKLAD";5588.00;6288.00;"";;
1345138;4596;930408;"PRIJEM";"VKLAD";12200.00;12900.00;"";;
1238921;4240;930408;"PRIJEM";"PREVOD Z UCTU";27666.00;69443.10;"";"EF";"17497700"
220044;748;930408;"PRIJEM";"VKLAD";700.00;700.00;"";;
123333;415;930408;"PRIJEM";"VKLAD";13110.00;31463.60;"";;
434656;1477;930408;"PRIJEM";"PREVOD Z UCTU";3151.00;10176.00;"";"KL";"92373114"
2501880;8260;930408;"PRIJEM";"PREVOD Z UCTU";37435.00;37635.00;"";"MN";"92527162"
294484;1006;930408;"PRIJEM";"PREVOD Z UCTU";3737.00;19821.40;"";"WX";"6088287"
727564;2488;930408;"PRIJEM";"PREVOD Z UCTU";3046.00;3446.00;"";"AB";"94842952"
2442702;8051;930408;"VYDAJ";"VYBER";13700.00;37958.90;"";;
374593;1276;930408;"PRIJEM";"VKLAD";6774.00;32820.80;"";;
766565;2618;930408;"PRIJEM";"PREVOD Z UCTU";6559.00;7159.00;"DUCHOD";"GH";"36180985"
612715;2087;930408;"VYDAJ";"VYBER";2300.00;25471.10;"";;
882365;3007;930408;"PRIJEM";"VKLAD";22452.00;57001.10;"";;
275679;944;930408;"PRIJEM";"VKLAD";16927.00;38010.20;"";;
1048372;3586;930408;"PRIJEM";"VKLAD";12951.00;13251.00;"";;
622123;2122;930408;"VYDAJ";"VYBER";26200.00;48204.30;"";;
588182;2002;930408;"PRIJEM";"VKLAD";400.00;400.00;"";;
850027;2895;930408;"PRIJEM";"VKLAD";500.00;18990.60;"";;
251237;862;930408;"PRIJEM";"PREVOD Z UCTU";44333.00;95032.70;"";"YZ";"2834439"
201781;686;930408;"PRIJEM";"VKLAD";10533.00;11633.00;"";;
1021465;3487;930408;"VYDAJ";"VYBER";9600.00;37271.40;"";;
3402668;11295;930408;"PRIJEM";"VKLAD";18347.00;49343.60;"";;
929612;3168;930408;"PRIJEM";"PREVOD Z UCTU";6303.00;13606.00;"DUCHOD";"AB";"54928976"
655712;2241;930409;"VYDAJ";"VYBER";4500.00;27628.60;"";;
2350079;7753;930409;"VYDAJ";"VYBER";27500.00;52103.40;"";;
269816;925;930409;"PRIJEM";"VKLAD";18500.00;41721.80;"";;
298982;1019;930409;"PRIJEM";"VKLAD";19746.00;54989.00;"";;
242558;830;930409;"VYDAJ";"VYBER";6400.00;29201.90;"";;
1075589;3675;930409;"PRIJEM";"PREVOD Z UCTU";46099.00;46799.00;"";"QR";"52950161"
1076500;3678;930409;"PRIJEM";"VKLAD";8901.00;9701.00;"";;
776275;2647;930409;"VYDAJ";"VYBER";1200.00;24957.20;"";;
538176;1830;930409;"VYDAJ";"VYBER";3600.00;28235.80;"";;
1239178;4240;930409;"VYDAJ";"VYBER";22300.00;47143.10;"";;
577123;1965;930409;"PRIJEM";"VKLAD";300.00;21363.00;"";;
1614711;5483;930409;"PRIJEM";"PREVOD Z UCTU";16002.00;17102.00;"";"QR";"6313664"
1657647;5622;930409;"VYDAJ";"VYBER";36800.00;61361.80;"";;
749690;2555;930409;"PRIJEM";"VKLAD";2900.00;23081.50;"";;
293963;1005;930409;"PRIJEM";"PREVOD Z UCTU";34483.00;63893.60;"";"QR";"48252707"
294998;1006;930409;"PRIJEM";"VKLAD";2000.00;21821.40;"";;
332448;1132;930409;"PRIJEM";"PREVOD Z UCTU";48098.00;103157.30;"";"ST";"32223415"
259751;890;930409;"PRIJEM";"VKLAD";7041.00;32833.20;"";;
260355;892;930409;"PRIJEM";"PREVOD Z UCTU";6177.00;7077.00;"DUCHOD";"IJ";"90831237"
810133;2762;930409;"PRIJEM";"VKLAD";49303.00;103464.00;"";;
858388;2926;930409;"PRIJEM";"VKLAD";10584.00;36597.20;"";;
1091938;3734;930409;"PRIJEM";"VKLAD";4939.00;19596.30;"";;
73951;244;930409;"PRIJEM";"VKLAD";3600.00;22488.00;"";;
110787;374;930409;"VYDAJ";"VYBER";13600.00;42716.10;"";;
63716;212;930409;"PRIJEM";"PREVOD Z UCTU";49590.00;104697.30;"";"IJ";"58325630"
65998;220;930409;"PRIJEM";"VKLAD";400.00;400.00;"";;
581703;1979;930409;"PRIJEM";"PREVOD Z UCTU";3021.00;9963.00;"";"UV";"38265723"
494945;1688;930409;"PRIJEM";"PREVOD Z UCTU";5439.00;11678.00;"DUCHOD";"QR";"99495708"
771039;2632;930409;"PRIJEM";"VKLAD";14264.00;47593.30;"";;
1084400;3704;930409;"PRIJEM";"PREVOD Z UCTU";6242.00;19226.00;"DUCHOD";"AB";"11927444"
1080841;3691;930409;"PRIJEM";"PREVOD Z UCTU";6540.00;13480.00;"DUCHOD";"WX";"86339687"
1162316;3980;930409;"PRIJEM";"VKLAD";8555.00;9355.00;"";;
2776159;9188;930409;"VYDAJ";"VYBER";2400.00;27619.50;"";;
506719;1730;930409;"VYDAJ";"VYBER";400.00;20567.00;"";;
847085;2884;930409;"VYDAJ";"VYBER";700.00;20407.20;"";;
419277;1422;930409;"PRIJEM";"VKLAD";400.00;400.00;"";;
192100;652;930409;"PRIJEM";"VKLAD";13851.00;46718.50;"";;
1117251;3818;930409;"PRIJEM";"VKLAD";17366.00;53481.30;"";;
696166;2379;930410;"VYDAJ";"VYBER";500.00;26961.40;"";;
695724;2379;930410;"PRIJEM";"VKLAD";5072.00;27461.40;"";;
555300;1891;930410;"PRIJEM";"VKLAD";800.00;800.00;"";;
1108021;3785;930410;"PRIJEM";"VKLAD";23842.00;24042.00;"";;
1109449;3788;930410;"PRIJEM";"VKLAD";300.00;300.00;"";;
337949;1147;930410;"PRIJEM";"VKLAD";400.00;400.00;"";;
333670;1134;930410;"VYDAJ";"VYBER";4800.00;27798.10;"";;
649489;2219;930410;"PRIJEM";"VKLAD";12400.00;12800.00;"";;
135818;456;930410;"PRIJEM";"PREVOD Z UCTU";47831.00;104527.20;"";"AB";"95670407"
775972;2647;930410;"PRIJEM";"VKLAD";12015.00;36972.20;"";;
571260;1944;930410;"PRIJEM";"VKLAD";17980.00;39712.40;"";;
394001;1338;930410;"VYDAJ";"VYBER";28700.00;77543.50;"";;
393511;1338;930410;"PRIJEM";"VKLAD";48140.00;106243.50;"";;
968617;3302;930410;"PRIJEM";"PREVOD Z UCTU";3008.00;17327.00;"";"CD";"24482953"
147951;494;930410;"PRIJEM";"VKLAD";6600.00;19880.00;"";;
749330;2555;930410;"PRIJEM";"VKLAD";19022.00;42103.50;"";;
789773;2694;930410;"PRIJEM";"VKLAD";17585.00;41424.10;"";;
256853;882;930410;"PRIJEM";"VKLAD";11587.00;29109.10;"";;
708085;2425;930410;"PRIJEM";"VKLAD";8905.00;34916.50;"";;
594018;2023;930410;"PRIJEM";"VKLAD";23524.00;61405.40;"";;
858267;2925;930410;"VYDAJ";"VYBER";100.00;27636.70;"";;
2256145;7445;930410;"PRIJEM";"VKLAD";17877.00;18077.00;"";;
66586;222;930410;"PRIJEM";"PREVOD Z UCTU";34409.00;34909.00;"";"OP";"38463211"
1049885;3592;930410;"PRIJEM";"PREVOD Z UCTU";6007.00;24702.60;"DUCHOD";"MN";"73166322"
364543;1239;930410;"PRIJEM";"VKLAD";900.00;900.00;"";;
756508;2581;930410;"PRIJEM";"VKLAD";3300.00;23504.50;"";;
253164;866;930410;"VYDAJ";"VYBER";4800.00;30938.40;"";;
411684;1402;930410;"PRIJEM";"VKLAD";9006.00;9406.00;"";;
92887;317;930410;"PRIJEM";"PREVOD Z UCTU";5922.00;12646.40;"DUCHOD";"CD";"16824597"
26049;86;930411;"PRIJEM";"PREVOD Z UCTU";3243.00;7297.40;"";"ST";"93896942"
29111;96;930411;"PRIJEM";"PREVOD Z UCTU";44221.00;78096.60;"";"GH";"68241083"
237947;813;930411;"VYDAJ";"VYBER";8000.00;30387.40;"";;
237653;813;930411;"PRIJEM";"PREVOD Z UCTU";12154.00;38387.40;"";"QR";"19537103"
1075424;3674;930411;"PRIJEM";"VKLAD";6500.00;19227.70;"";;
